timestamp,equipment_id,Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
2019-08-18 00:00:00,CHILLER-01,85.6,31.4,479.6,116.2,82.0,75.0,79.0,13.0,29.83
2019-08-18 00:30:00,CHILLER-01,84.3,31.1,460.3,114.5,82.0,75.0,79.0,12.0,29.83
2019-08-18 01:00:00,CHILLER-01,84.6,31.3,462.4,116.8,82.0,75.0,79.0,12.0,29.83
2019-08-18 01:30:00,CHILLER-01,84.8,31.4,458.5,117.0,82.0,75.0,79.0,12.0,29.83
2019-08-18 02:00:00,CHILLER-01,84.7,31.4,455.4,117.0,82.0,75.0,79.0,12.0,29.83
2019-08-18 02:30:00,CHILLER-01,84.4,31.4,454.3,116.7,82.0,77.0,84.0,12.0,29.83
2019-08-18 03:00:00,CHILLER-01,86.4,31.5,466.1,119.0,82.0,75.0,79.0,12.0,29.83
2019-08-18 03:30:00,CHILLER-01,89.1,31.8,477.4,122.6,82.0,77.0,84.0,9.0,29.83
2019-08-18 04:00:00,CHILLER-01,89.1,31.8,473.3,122.2,82.0,77.0,84.0,10.0,29.8
2019-08-18 04:30:00,CHILLER-01,89.3,31.9,478.8,123.3,82.0,77.0,84.0,12.0,29.8
2019-08-18 05:00:00,CHILLER-01,87.5,31.9,471.9,121.8,82.0,77.0,84.0,12.0,29.8
2019-08-18 05:30:00,CHILLER-01,84.7,31.6,456.1,117.4,82.0,77.0,84.0,10.0,29.83
2019-08-18 06:00:00,CHILLER-01,84.5,31.6,458.2,117.6,82.0,77.0,84.0,10.0,29.83
2019-08-18 06:30:00,CHILLER-01,84.4,31.5,460.1,117.8,82.0,75.0,79.0,10.0,29.83
2019-08-18 07:00:00,CHILLER-01,88.4,31.8,487.6,121.9,82.0,75.0,79.0,10.0,29.86
2019-08-18 07:30:00,CHILLER-01,96.2,32.6,551.9,130.1,82.0,77.0,84.0,10.0,29.86
2019-08-18 08:00:00,CHILLER-01,98.0,32.8,569.2,129.5,84.0,77.0,79.0,13.0,29.86
2019-08-18 08:30:00,CHILLER-01,95.2,32.6,559.3,124.8,86.0,77.0,74.0,12.0,29.89
2019-08-18 09:00:00,CHILLER-01,95.8,32.7,561.9,125.7,86.0,77.0,74.0,12.0,29.89
2019-08-18 09:30:00,CHILLER-01,97.6,32.8,576.0,129.9,88.0,77.0,70.0,10.0,29.89
2019-08-18 10:00:00,CHILLER-01,96.8,33.0,575.8,130.3,88.0,77.0,70.0,10.0,29.89
2019-08-18 10:30:00,CHILLER-01,99.2,33.4,596.7,136.8,88.0,77.0,70.0,12.0,29.89
2019-08-18 11:00:00,CHILLER-01,102.8,33.7,611.8,143.4,90.0,75.0,62.0,10.0,29.86
2019-08-18 11:30:00,CHILLER-01,102.6,33.4,602.6,139.2,91.0,72.0,52.0,14.0,29.86
2019-08-18 12:00:00,CHILLER-01,102.1,33.3,595.9,137.7,90.0,72.0,55.0,12.0,29.86
2019-08-18 12:30:00,CHILLER-01,100.7,32.9,582.2,132.0,90.0,72.0,55.0,12.0,29.86
2019-08-18 13:00:00,CHILLER-01,100.2,32.8,578.8,130.5,91.0,72.0,52.0,10.0,29.83
2019-08-18 13:30:00,CHILLER-01,100.5,33.0,582.9,133.9,90.0,70.0,52.0,13.0,29.83
2019-08-18 14:00:00,CHILLER-01,100.0,32.9,581.2,130.5,91.0,70.0,49.0,14.0,29.8
2019-08-18 14:30:00,CHILLER-01,100.4,33.2,586.6,134.6,91.0,68.0,46.0,14.0,29.8
2019-08-18 15:00:00,CHILLER-01,100.4,33.2,590.4,134.7,91.0,59.0,34.0,17.0,29.8
2019-08-18 15:30:00,CHILLER-01,99.0,32.3,564.2,125.1,91.0,63.0,38.0,15.0,29.8
2019-08-18 16:00:00,CHILLER-01,97.9,31.7,551.6,118.9,90.0,68.0,49.0,16.0,29.8
2019-08-18 16:30:00,CHILLER-01,96.8,31.3,540.1,114.2,90.0,70.0,52.0,15.0,29.77
2019-08-18 17:00:00,CHILLER-01,96.8,31.1,533.5,112.0,88.0,70.0,55.0,16.0,29.77
2019-08-18 17:30:00,CHILLER-01,96.6,31.5,537.8,114.7,88.0,68.0,52.0,15.0,29.8
2019-08-18 18:00:00,CHILLER-01,96.3,31.4,529.4,113.8,88.0,66.0,49.0,14.0,29.8
2019-08-18 18:30:00,CHILLER-01,96.0,31.5,533.0,114.1,86.0,72.0,62.0,13.0,29.8
2019-08-18 19:00:00,CHILLER-01,93.2,31.5,518.7,114.9,84.0,72.0,66.0,12.0,29.8
2019-08-18 19:30:00,CHILLER-01,90.4,31.0,496.9,116.2,84.0,73.0,70.0,12.0,29.8
2019-08-18 20:00:00,CHILLER-01,90.2,31.1,503.7,111.3,84.0,73.0,70.0,12.0,29.83
2019-08-18 20:30:00,CHILLER-01,90.1,31.0,502.6,111.0,84.0,73.0,70.0,10.0,29.83
2019-08-18 21:00:00,CHILLER-01,88.7,30.4,485.5,105.8,82.0,75.0,79.0,10.0,29.86
2019-08-18 21:30:00,CHILLER-01,88.6,30.3,476.0,110.2,82.0,73.0,74.0,9.0,29.86
2019-08-18 22:00:00,CHILLER-01,91.7,31.0,504.4,116.1,82.0,73.0,74.0,9.0,29.86
2019-08-18 22:30:00,CHILLER-01,93.9,31.4,519.1,113.6,82.0,75.0,79.0,8.0,29.86
2019-08-18 23:00:00,CHILLER-01,93.9,31.3,517.2,112.7,82.0,75.0,79.0,7.0,29.86
2019-08-18 23:30:00,CHILLER-01,93.8,31.3,517.3,112.1,82.0,73.0,74.0,7.0,29.89
2019-08-19 00:00:00,CHILLER-01,89.3,30.9,481.5,110.0,82.0,73.0,74.0,9.0,29.89
2019-08-19 00:30:00,CHILLER-01,82.2,30.1,429.2,104.5,82.0,73.0,74.0,8.0,29.86
2019-08-19 01:00:00,CHILLER-01,83.0,30.4,435.5,106.9,82.0,75.0,79.0,8.0,29.86
2019-08-19 01:30:00,CHILLER-01,82.9,30.5,434.0,108.0,82.0,73.0,74.0,9.0,29.86
2019-08-19 02:00:00,CHILLER-01,82.7,30.4,428.2,105.6,82.0,73.0,74.0,7.0,29.86
2019-08-19 02:30:00,CHILLER-01,82.4,30.1,423.9,103.7,82.0,73.0,74.0,8.0,29.86
2019-08-19 03:00:00,CHILLER-01,84.5,30.1,434.9,104.1,81.0,73.0,79.0,8.0,29.86
2019-08-19 03:30:00,CHILLER-01,87.0,30.3,445.7,108.1,81.0,73.0,79.0,7.0,29.83
2019-08-19 04:00:00,CHILLER-01,86.8,30.3,439.3,107.5,81.0,75.0,84.0,6.0,29.83
2019-08-19 04:30:00,CHILLER-01,87.0,30.3,442.1,107.7,81.0,75.0,84.0,6.0,29.83
2019-08-19 05:00:00,CHILLER-01,87.3,30.4,446.0,108.7,82.0,75.0,79.0,6.0,29.83
2019-08-19 05:30:00,CHILLER-01,88.9,30.8,471.9,114.7,82.0,75.0,79.0,7.0,29.86
2019-08-19 06:00:00,CHILLER-01,88.6,30.9,466.7,114.5,82.0,75.0,79.0,7.0,29.86
2019-08-19 06:30:00,CHILLER-01,92.7,31.4,514.0,120.0,82.0,75.0,79.0,7.0,29.86
2019-08-19 07:00:00,CHILLER-01,102.1,32.2,581.9,129.8,82.0,75.0,79.0,8.0,29.86
2019-08-19 07:30:00,CHILLER-01,125.7,30.5,756.9,208.8,82.0,75.0,79.0,7.0,29.86
2019-08-19 08:00:00,CHILLER-01,118.9,29.8,679.8,178.7,82.0,73.0,74.0,9.0,29.86
2019-08-19 08:30:00,CHILLER-01,114.3,29.8,669.0,174.4,84.0,75.0,74.0,8.0,29.89
2019-08-19 09:00:00,CHILLER-01,112.9,29.8,661.4,173.8,84.0,75.0,74.0,8.0,29.89
2019-08-19 09:30:00,CHILLER-01,114.6,30.0,658.9,172.5,84.0,75.0,74.0,9.0,29.89
2019-08-19 10:00:00,CHILLER-01,117.5,30.3,665.3,172.9,86.0,73.0,66.0,10.0,29.89
2019-08-19 10:30:00,CHILLER-01,119.1,30.5,687.6,179.1,86.0,72.0,62.0,10.0,29.89
2019-08-19 11:00:00,CHILLER-01,119.7,30.5,683.9,177.5,88.0,72.0,58.0,10.0,29.89
2019-08-19 11:30:00,CHILLER-01,120.2,30.2,674.5,173.9,90.0,72.0,55.0,9.0,29.86
2019-08-19 12:00:00,CHILLER-01,120.1,30.2,671.7,174.0,90.0,72.0,55.0,6.0,29.86
2019-08-19 12:30:00,CHILLER-01,119.3,30.1,663.8,171.9,90.0,72.0,55.0,7.0,29.83
2019-08-19 13:00:00,CHILLER-01,119.6,30.2,665.9,173.8,90.0,72.0,55.0,7.0,29.83
2019-08-19 13:30:00,CHILLER-01,119.3,30.0,663.8,170.9,90.0,70.0,52.0,6.0,29.8
2019-08-19 14:00:00,CHILLER-01,116.4,29.7,634.8,163.8,90.0,70.0,52.0,9.0,29.8
2019-08-19 14:30:00,CHILLER-01,92.0,30.6,586.2,127.1,90.0,70.0,52.0,7.0,29.8
2019-08-19 15:00:00,CHILLER-01,123.4,30.6,741.0,189.2,90.0,72.0,55.0,7.0,29.77
2019-08-19 15:30:00,CHILLER-01,120.3,30.1,673.9,173.7,90.0,72.0,55.0,9.0,29.77
2019-08-19 16:00:00,CHILLER-01,119.6,29.7,650.0,165.9,91.0,70.0,49.0,9.0,29.77
2019-08-19 16:30:00,CHILLER-01,118.9,29.7,657.8,167.5,91.0,68.0,46.0,7.0,29.77
2019-08-19 17:00:00,CHILLER-01,118.0,29.8,646.9,167.7,90.0,68.0,49.0,7.0,29.77
2019-08-19 17:30:00,CHILLER-01,116.6,29.5,646.7,163.8,90.0,68.0,49.0,9.0,29.77
2019-08-19 18:00:00,CHILLER-01,86.4,30.6,585.1,121.3,88.0,70.0,55.0,9.0,29.77
2019-08-19 18:30:00,CHILLER-01,116.9,29.8,692.8,178.1,88.0,70.0,55.0,7.0,29.77
2019-08-19 19:00:00,CHILLER-01,107.8,29.3,624.6,159.2,86.0,73.0,66.0,12.0,29.8
2019-08-19 19:30:00,CHILLER-01,84.3,30.0,515.0,104.8,86.0,73.0,66.0,12.0,29.8
2019-08-19 20:00:00,CHILLER-01,93.3,30.5,507.2,105.7,84.0,75.0,74.0,10.0,29.8
2019-08-19 20:30:00,CHILLER-01,93.8,31.3,532.4,114.0,84.0,73.0,70.0,12.0,29.83
2019-08-19 21:00:00,CHILLER-01,92.8,30.9,517.2,110.3,84.0,75.0,74.0,9.0,29.83
2019-08-19 21:30:00,CHILLER-01,92.9,31.9,535.3,117.1,84.0,77.0,79.0,9.0,29.83
2019-08-19 22:00:00,CHILLER-01,94.3,31.9,542.6,119.4,84.0,77.0,79.0,7.0,29.83
2019-08-19 22:30:00,CHILLER-01,95.4,31.3,528.0,114.1,84.0,77.0,79.0,8.0,29.83
2019-08-19 23:00:00,CHILLER-01,95.3,31.6,528.4,115.4,84.0,77.0,79.0,10.0,29.83
2019-08-19 23:30:00,CHILLER-01,94.7,31.6,524.1,114.1,82.0,77.0,84.0,12.0,29.83
2019-08-20 00:00:00,CHILLER-01,90.7,31.9,507.7,116.0,82.0,77.0,84.0,9.0,29.83
2019-08-20 00:30:00,CHILLER-01,87.1,31.8,483.5,115.3,82.0,77.0,84.0,10.0,29.83
2019-08-20 01:00:00,CHILLER-01,87.2,31.9,485.3,114.0,82.0,77.0,84.0,10.0,29.8
2019-08-20 01:30:00,CHILLER-01,87.0,31.9,483.1,114.1,82.0,77.0,84.0,10.0,29.8
2019-08-20 02:00:00,CHILLER-01,86.9,31.6,480.8,112.0,82.0,77.0,84.0,9.0,29.8
2019-08-20 02:30:00,CHILLER-01,86.4,31.4,470.1,110.0,82.0,77.0,84.0,12.0,29.8
2019-08-20 03:00:00,CHILLER-01,87.6,31.0,468.0,107.4,82.0,77.0,84.0,13.0,29.8
2019-08-20 03:30:00,CHILLER-01,89.4,30.9,472.5,106.1,82.0,77.0,84.0,9.0,29.8
2019-08-20 04:00:00,CHILLER-01,89.6,31.0,469.0,107.4,82.0,77.0,84.0,10.0,29.8
2019-08-20 04:30:00,CHILLER-01,89.5,31.2,474.0,108.2,82.0,77.0,84.0,10.0,29.8
2019-08-20 05:00:00,CHILLER-01,90.1,31.4,477.0,110.5,81.0,77.0,89.0,12.0,29.8
2019-08-20 05:30:00,CHILLER-01,91.7,31.8,507.0,113.8,82.0,77.0,84.0,10.0,29.8
2019-08-20 06:00:00,CHILLER-01,91.4,31.8,499.8,113.6,82.0,77.0,84.0,9.0,29.8
2019-08-20 06:30:00,CHILLER-01,91.8,31.7,500.1,112.7,82.0,77.0,84.0,8.0,29.8
2019-08-20 07:00:00,CHILLER-01,95.1,31.8,538.6,121.8,82.0,77.0,84.0,9.0,29.8
2019-08-20 07:30:00,CHILLER-01,127.8,31.4,800.3,217.4,82.0,77.0,84.0,9.0,29.83
2019-08-20 08:00:00,CHILLER-01,119.8,30.9,713.7,195.2,82.0,77.0,84.0,10.0,29.83
2019-08-20 08:30:00,CHILLER-01,116.4,31.0,710.7,194.8,84.0,77.0,79.0,10.0,29.83
2019-08-20 09:00:00,CHILLER-01,116.4,31.2,717.1,197.5,84.0,77.0,79.0,9.0,29.86
2019-08-20 09:30:00,CHILLER-01,116.2,31.2,718.7,197.4,84.0,75.0,74.0,12.0,29.83
2019-08-20 10:00:00,CHILLER-01,116.9,31.2,720.2,198.6,86.0,77.0,74.0,10.0,29.83
2019-08-20 10:30:00,CHILLER-01,118.0,31.5,732.7,204.7,86.0,75.0,70.0,12.0,29.83
2019-08-20 11:00:00,CHILLER-01,117.9,31.4,724.2,201.3,88.0,75.0,66.0,12.0,29.83
2019-08-20 11:30:00,CHILLER-01,117.7,31.4,725.0,201.8,88.0,75.0,66.0,15.0,29.83
2019-08-20 12:00:00,CHILLER-01,117.0,31.4,717.2,200.8,90.0,73.0,59.0,15.0,29.8
2019-08-20 12:30:00,CHILLER-01,115.9,31.3,708.8,197.5,90.0,73.0,59.0,15.0,29.8
2019-08-20 13:00:00,CHILLER-01,115.5,31.1,702.5,194.3,91.0,73.0,55.0,14.0,29.77
2019-08-20 13:30:00,CHILLER-01,115.7,31.0,701.9,193.6,91.0,73.0,55.0,14.0,29.77
2019-08-20 14:00:00,CHILLER-01,116.5,31.3,713.8,198.7,90.0,72.0,55.0,14.0,29.77
2019-08-20 14:30:00,CHILLER-01,116.5,31.2,715.3,197.2,90.0,70.0,52.0,16.0,29.77
2019-08-20 15:00:00,CHILLER-01,116.9,31.3,718.2,199.5,91.0,70.0,49.0,16.0,29.74
2019-08-20 15:30:00,CHILLER-01,117.1,31.6,719.1,202.1,90.0,70.0,52.0,16.0,29.74
2019-08-20 16:00:00,CHILLER-01,117.7,31.7,728.7,205.6,91.0,72.0,52.0,17.0,29.71
2019-08-20 16:30:00,CHILLER-01,118.4,31.5,724.0,202.6,90.0,72.0,55.0,16.0,29.74
2019-08-20 17:00:00,CHILLER-01,117.6,31.3,716.6,199.0,88.0,72.0,58.0,15.0,29.74
2019-08-20 17:30:00,CHILLER-01,115.9,30.9,702.1,191.6,88.0,70.0,55.0,15.0,29.74
2019-08-20 18:00:00,CHILLER-01,115.3,31.2,709.7,195.6,86.0,73.0,66.0,15.0,29.74
2019-08-20 18:30:00,CHILLER-01,113.8,30.9,693.6,190.9,86.0,73.0,66.0,15.0,29.74
2019-08-20 19:00:00,CHILLER-01,103.9,30.3,619.6,166.7,86.0,73.0,66.0,13.0,29.77
2019-08-20 19:30:00,CHILLER-01,84.1,31.8,555.1,121.4,84.0,75.0,74.0,14.0,29.77
2019-08-20 20:00:00,CHILLER-01,95.6,32.3,555.6,124.0,84.0,75.0,74.0,14.0,29.77
2019-08-20 20:30:00,CHILLER-01,92.8,32.1,539.5,120.5,84.0,73.0,70.0,13.0,29.77
2019-08-20 21:00:00,CHILLER-01,93.1,32.2,544.7,120.0,84.0,73.0,70.0,14.0,29.77
2019-08-20 21:30:00,CHILLER-01,91.3,32.0,522.1,118.9,84.0,75.0,74.0,13.0,29.8
2019-08-20 22:00:00,CHILLER-01,92.2,31.8,524.9,117.6,84.0,75.0,74.0,12.0,29.8
2019-08-20 22:30:00,CHILLER-01,94.0,31.8,522.3,117.4,84.0,75.0,74.0,14.0,29.8
2019-08-20 23:00:00,CHILLER-01,93.9,31.8,519.0,117.3,82.0,75.0,79.0,13.0,29.8
2019-08-20 23:30:00,CHILLER-01,93.8,31.8,515.3,117.1,82.0,75.0,79.0,10.0,29.8
2019-08-21 00:00:00,CHILLER-01,90.3,31.5,487.9,116.1,82.0,75.0,79.0,13.0,29.8
2019-08-21 00:30:00,CHILLER-01,84.6,30.9,452.7,113.0,82.0,75.0,79.0,14.0,29.8
2019-08-21 01:00:00,CHILLER-01,84.8,31.0,455.7,114.0,82.0,75.0,79.0,14.0,29.8
2019-08-21 01:30:00,CHILLER-01,84.3,30.9,450.7,111.8,82.0,75.0,79.0,13.0,29.77
2019-08-21 02:00:00,CHILLER-01,84.5,30.9,449.1,112.5,82.0,75.0,79.0,10.0,29.77
2019-08-21 02:30:00,CHILLER-01,84.4,30.8,449.8,111.2,82.0,75.0,79.0,12.0,29.77
2019-08-21 03:00:00,CHILLER-01,86.2,30.8,453.9,112.5,82.0,75.0,79.0,10.0,29.77
2019-08-21 03:30:00,CHILLER-01,89.0,31.1,466.9,115.7,82.0,75.0,79.0,12.0,29.77
2019-08-21 04:00:00,CHILLER-01,88.6,31.0,460.0,114.4,82.0,75.0,79.0,10.0,29.77
2019-08-21 04:30:00,CHILLER-01,89.0,31.1,462.1,115.4,82.0,75.0,79.0,12.0,29.77
2019-08-21 05:00:00,CHILLER-01,89.1,31.1,463.1,115.2,82.0,75.0,79.0,9.0,29.77
2019-08-21 05:30:00,CHILLER-01,90.1,31.2,484.5,119.0,82.0,75.0,79.0,9.0,29.77
2019-08-21 06:00:00,CHILLER-01,90.2,31.2,481.7,118.8,82.0,75.0,79.0,9.0,29.8
2019-08-21 06:30:00,CHILLER-01,90.1,31.2,482.8,118.7,82.0,75.0,79.0,10.0,29.8
2019-08-21 07:00:00,CHILLER-01,92.2,31.6,519.4,123.4,82.0,75.0,79.0,10.0,29.8
2019-08-21 07:30:00,CHILLER-01,122.6,31.0,760.3,212.5,84.0,75.0,74.0,10.0,29.8
2019-08-21 08:00:00,CHILLER-01,118.8,30.6,703.3,190.9,84.0,75.0,74.0,8.0,29.83
2019-08-21 08:30:00,CHILLER-01,115.4,30.8,699.9,192.0,84.0,75.0,74.0,9.0,29.83
2019-08-21 09:00:00,CHILLER-01,114.5,30.6,690.4,186.6,86.0,77.0,74.0,8.0,29.83
2019-08-21 09:30:00,CHILLER-01,114.2,30.7,691.6,188.4,86.0,75.0,70.0,8.0,29.83
2019-08-21 10:00:00,CHILLER-01,114.0,30.6,692.6,187.3,86.0,75.0,70.0,9.0,29.83
2019-08-21 10:30:00,CHILLER-01,115.0,31.0,703.3,192.8,88.0,77.0,70.0,10.0,29.83
2019-08-21 11:00:00,CHILLER-01,115.6,31.2,709.0,197.0,88.0,75.0,66.0,10.0,29.83
2019-08-21 11:30:00,CHILLER-01,116.3,31.4,719.5,200.4,88.0,75.0,66.0,10.0,29.83
2019-08-21 12:00:00,CHILLER-01,117.3,31.7,725.5,205.4,88.0,75.0,66.0,10.0,29.8
2019-08-21 12:30:00,CHILLER-01,116.6,31.4,715.8,200.2,86.0,72.0,62.0,17.0,29.8
2019-08-21 13:00:00,CHILLER-01,115.0,31.4,702.5,197.4,86.0,73.0,66.0,8.0,29.8
2019-08-21 13:30:00,CHILLER-01,116.2,31.7,714.7,202.9,88.0,73.0,62.0,8.0,29.77
2019-08-21 14:00:00,CHILLER-01,116.7,31.7,724.3,203.6,90.0,73.0,59.0,8.0,29.77
2019-08-21 14:30:00,CHILLER-01,116.8,31.8,727.7,206.2,90.0,73.0,59.0,7.0,29.77
2019-08-21 15:00:00,CHILLER-01,117.8,31.8,732.0,207.7,90.0,73.0,59.0,9.0,29.74
2019-08-21 15:30:00,CHILLER-01,117.4,31.2,716.5,197.8,90.0,73.0,59.0,10.0,29.74
2019-08-21 16:00:00,CHILLER-01,118.2,31.5,728.8,203.3,90.0,73.0,59.0,12.0,29.74
2019-08-21 16:30:00,CHILLER-01,119.2,31.7,741.8,208.3,90.0,73.0,59.0,9.0,29.74
2019-08-21 17:00:00,CHILLER-01,119.4,31.7,743.1,208.6,90.0,75.0,62.0,12.0,29.74
2019-08-21 17:30:00,CHILLER-01,117.2,31.0,704.4,193.3,88.0,75.0,66.0,13.0,29.74
2019-08-21 18:00:00,CHILLER-01,115.2,30.6,682.6,185.9,88.0,77.0,70.0,13.0,29.74
2019-08-21 18:30:00,CHILLER-01,113.1,30.3,667.4,180.8,86.0,75.0,70.0,14.0,29.77
2019-08-21 19:00:00,CHILLER-01,101.2,29.7,593.1,150.8,86.0,75.0,70.0,10.0,29.77
2019-08-21 19:30:00,CHILLER-01,86.5,30.9,545.6,115.0,84.0,75.0,74.0,10.0,29.77
2019-08-21 20:00:00,CHILLER-01,93.9,31.3,528.4,113.8,84.0,77.0,79.0,10.0,29.8
2019-08-21 20:30:00,CHILLER-01,93.6,31.8,543.2,119.2,84.0,77.0,79.0,9.0,29.8
2019-08-21 21:00:00,CHILLER-01,93.9,32.4,556.2,124.6,84.0,77.0,79.0,8.0,29.83
2019-08-21 21:30:00,CHILLER-01,92.6,32.5,549.3,124.4,84.0,77.0,79.0,6.0,29.83
2019-08-21 22:00:00,CHILLER-01,95.1,32.6,560.2,127.0,84.0,77.0,79.0,8.0,29.83
2019-08-21 22:30:00,CHILLER-01,97.3,32.7,561.1,127.9,84.0,77.0,79.0,10.0,29.83
2019-08-21 23:00:00,CHILLER-01,96.5,32.7,555.6,126.6,84.0,77.0,79.0,9.0,29.83
2019-08-21 23:30:00,CHILLER-01,96.5,32.7,558.5,127.5,82.0,77.0,84.0,12.0,29.83
2019-08-22 00:00:00,CHILLER-01,92.3,32.0,525.2,118.9,82.0,77.0,84.0,9.0,29.83
2019-08-22 00:30:00,CHILLER-01,85.8,31.3,478.5,111.1,82.0,77.0,84.0,10.0,29.83
2019-08-22 01:00:00,CHILLER-01,86.1,31.3,478.6,109.5,82.0,77.0,84.0,10.0,29.8
2019-08-22 01:30:00,CHILLER-01,86.2,31.4,477.3,110.5,82.0,77.0,84.0,10.0,29.8
2019-08-22 02:00:00,CHILLER-01,86.2,31.6,481.3,111.0,82.0,77.0,84.0,9.0,29.8
2019-08-22 02:30:00,CHILLER-01,86.3,31.5,481.9,111.0,82.0,77.0,84.0,12.0,29.8
2019-08-22 03:00:00,CHILLER-01,87.3,31.4,481.8,110.4,82.0,77.0,84.0,13.0,29.8
2019-08-22 03:30:00,CHILLER-01,90.8,31.7,502.6,111.5,82.0,77.0,84.0,9.0,29.8
2019-08-22 04:00:00,CHILLER-01,90.9,31.6,496.5,111.1,82.0,77.0,84.0,10.0,29.8
2019-08-22 04:30:00,CHILLER-01,90.2,31.4,490.0,110.9,82.0,77.0,84.0,10.0,29.8
2019-08-22 05:00:00,CHILLER-01,90.4,31.4,490.2,111.0,81.0,77.0,89.0,12.0,29.8
2019-08-22 05:30:00,CHILLER-01,91.4,31.4,508.6,111.1,82.0,77.0,84.0,10.0,29.8
2019-08-22 06:00:00,CHILLER-01,90.8,31.2,499.2,107.8,82.0,77.0,84.0,9.0,29.8
2019-08-22 06:30:00,CHILLER-01,90.5,31.1,491.4,107.6,82.0,77.0,84.0,8.0,29.8
2019-08-22 07:00:00,CHILLER-01,93.7,31.4,532.7,116.2,82.0,77.0,84.0,9.0,29.8
2019-08-22 07:30:00,CHILLER-01,124.7,31.3,781.7,207.5,82.0,77.0,84.0,9.0,29.83
2019-08-22 08:00:00,CHILLER-01,118.9,31.0,721.6,195.4,82.0,77.0,84.0,10.0,29.83
2019-08-22 08:30:00,CHILLER-01,115.1,31.0,707.4,191.9,84.0,77.0,79.0,10.0,29.83
2019-08-22 09:00:00,CHILLER-01,114.7,31.1,711.7,193.8,84.0,77.0,79.0,9.0,29.86
2019-08-22 09:30:00,CHILLER-01,116.0,31.4,727.7,198.0,84.0,75.0,74.0,12.0,29.83
2019-08-22 10:00:00,CHILLER-01,118.0,31.8,747.5,207.1,86.0,77.0,74.0,10.0,29.83
2019-08-22 10:30:00,CHILLER-01,117.1,31.8,746.6,207.6,86.0,75.0,70.0,12.0,29.83
2019-08-22 11:00:00,CHILLER-01,117.1,32.0,749.2,209.3,88.0,75.0,66.0,12.0,29.83
2019-08-22 11:30:00,CHILLER-01,116.2,31.7,730.1,202.5,88.0,75.0,66.0,15.0,29.83
2019-08-22 12:00:00,CHILLER-01,115.5,31.6,722.4,200.8,90.0,73.0,59.0,15.0,29.8
2019-08-22 12:30:00,CHILLER-01,115.8,32.0,738.1,207.1,90.0,73.0,59.0,15.0,29.8
2019-08-22 13:00:00,CHILLER-01,116.3,32.0,734.5,207.1,91.0,73.0,55.0,14.0,29.77
2019-08-22 13:30:00,CHILLER-01,115.1,31.8,717.8,202.0,91.0,73.0,55.0,14.0,29.77
2019-08-22 14:00:00,CHILLER-01,115.2,31.8,724.7,204.2,90.0,72.0,55.0,14.0,29.77
2019-08-22 14:30:00,CHILLER-01,116.4,32.0,735.5,206.5,90.0,70.0,52.0,16.0,29.77
2019-08-22 15:00:00,CHILLER-01,117.5,32.2,741.9,210.2,91.0,70.0,49.0,16.0,29.74
2019-08-22 15:30:00,CHILLER-01,117.8,32.2,748.3,211.5,90.0,70.0,52.0,16.0,29.74
2019-08-22 16:00:00,CHILLER-01,117.5,32.2,742.0,210.7,91.0,72.0,52.0,17.0,29.71
2019-08-22 16:30:00,CHILLER-01,116.7,31.6,720.3,200.0,90.0,72.0,55.0,16.0,29.74
2019-08-22 17:00:00,CHILLER-01,116.2,31.2,718.9,195.4,88.0,72.0,58.0,15.0,29.74
2019-08-22 17:30:00,CHILLER-01,116.2,31.3,726.9,198.7,88.0,70.0,55.0,15.0,29.74
2019-08-22 18:00:00,CHILLER-01,113.3,30.7,692.6,186.6,86.0,73.0,66.0,15.0,29.74
2019-08-22 18:30:00,CHILLER-01,110.5,30.2,666.8,176.7,86.0,73.0,66.0,15.0,29.74
2019-08-22 19:00:00,CHILLER-01,108.1,30.6,661.8,180.2,86.0,73.0,66.0,13.0,29.77
2019-08-22 19:30:00,CHILLER-01,83.3,32.6,571.8,128.4,84.0,75.0,74.0,14.0,29.77
2019-08-22 20:00:00,CHILLER-01,95.3,32.8,560.5,129.1,84.0,75.0,74.0,14.0,29.77
2019-08-22 20:30:00,CHILLER-01,91.3,32.3,537.8,120.4,84.0,73.0,70.0,13.0,29.77
2019-08-22 21:00:00,CHILLER-01,92.5,32.3,539.3,122.0,84.0,73.0,70.0,14.0,29.77
2019-08-22 21:30:00,CHILLER-01,91.6,32.5,537.1,120.7,84.0,75.0,74.0,13.0,29.8
2019-08-22 22:00:00,CHILLER-01,93.7,33.1,557.5,129.0,84.0,75.0,74.0,12.0,29.8
2019-08-22 22:30:00,CHILLER-01,96.6,33.2,571.0,133.3,84.0,75.0,74.0,14.0,29.8
2019-08-22 23:00:00,CHILLER-01,96.0,32.9,560.9,129.0,82.0,75.0,79.0,13.0,29.8
2019-08-22 23:30:00,CHILLER-01,95.3,32.5,551.6,125.0,82.0,75.0,79.0,10.0,29.86
2019-08-23 00:00:00,CHILLER-01,91.4,32.1,523.7,117.1,82.0,75.0,79.0,8.0,29.83
2019-08-23 00:30:00,CHILLER-01,85.8,31.6,486.6,108.0,82.0,75.0,79.0,8.0,29.83
2019-08-23 01:00:00,CHILLER-01,85.8,31.5,482.4,106.6,82.0,77.0,84.0,7.0,29.83
